worker_id,zone,lat,lon,onboard_date,avg_daily_income,disruption_freq_12mo,zone_flood_risk,claims_history_penalty,iss_score,recommended_tier,weekly_premium,bandh_freq_zone,platform_outage_per_mo,coastal_zone,curfew_addon,app_downtime_addon,cyclone_addon,city
BEN_02645,Rajajinagar,13.001365,77.556664,2023-04-01,693.3,20,0.238,6,39,Standard Shield,53,1,2,1,0,0,1,Bengaluru
BEN_02646,Marathahalli,12.940966,77.711073,2015-08-01,668.8,21,0.322,3,42,Standard Shield,53,4,1,1,1,0,1,Bengaluru
BEN_02647,Marathahalli,12.957995,77.701409,2018-01-01,880.9,6,0.267,6,50,Standard Shield,49,6,3,0,1,1,0,Bengaluru
BEN_02648,Jayanagar,12.933496,77.593331,2023-01-01,635.4,24,0.648,1,28,Full Shield,89,5,3,1,1,1,0,Bengaluru
BEN_02649,Rajajinagar,13.005721,77.548673,2020-01-01,735.2,11,0.35,3,42,Standard Shield,49,5,5,0,1,1,0,Bengaluru
BEN_02650,Jayanagar,12.925163,77.587239,2017-06-01,666.7,29,0.175,3,44,Standard Shield,53,5,2,0,1,0,0,Bengaluru
BEN_02651,Marathahalli,12.95775,77.691123,2020-12-01,1002.8,27,0.369,6,40,Standard Shield,53,11,0,0,1,0,0,Bengaluru
BEN_02652,BTM Layout,12.921781,77.623314,2023-10-01,421.7,33,0.23,3,29,Full Shield,83,7,3,0,1,1,0,Bengaluru
BEN_02653,HSR Layout,12.907128,77.628703,2021-05-01,521.7,14,0.104,3,36,Full Shield,79,5,2,1,1,0,1,Bengaluru
BEN_02654,BTM Layout,12.898131,77.619216,2018-10-01,592.3,17,0.02,2,48,Standard Shield,49,6,1,1,1,0,1,Bengaluru
BEN_02655,BTM Layout,12.920334,77.611685,2018-04-01,805.0,23,0.151,2,50,Standard Shield,53,6,6,0,1,1,0,Bengaluru
BEN_02656,Electronic City,12.846891,77.679867,2019-07-01,718.4,9,0.439,2,54,Standard Shield,49,8,1,1,1,0,1,Bengaluru
BEN_02657,Electronic City,12.848853,77.68329,2024-09-01,499.3,17,0.158,4,28,Full Shield,79,9,3,0,1,1,0,Bengaluru
BEN_02658,Electronic City,12.867476,77.664295,2021-12-01,503.8,21,0.35,1,41,Standard Shield,53,2,4,0,0,1,0,Bengaluru
BEN_02659,HSR Layout,12.919844,77.661387,2021-08-01,387.5,12,0.398,5,26,Full Shield,79,7,3,1,1,1,1,Bengaluru
BEN_02660,Yelahanka,13.102404,77.599267,2023-11-01,612.7,28,0.117,3,48,Standard Shield,53,2,0,0,0,0,0,Bengaluru
BEN_02661,Indiranagar,12.983139,77.643132,2018-08-01,553.9,24,0.351,2,43,Standard Shield,53,3,0,0,1,0,0,Bengaluru
BEN_02662,Marathahalli,12.96701,77.71086,2022-12-01,794.1,25,0.066,2,53,Standard Shield,53,7,5,0,1,1,0,Bengaluru
BEN_02663,Electronic City,12.839105,77.660458,2023-04-01,634.2,21,0.242,2,42,Standard Shield,53,10,4,0,1,1,0,Bengaluru
BEN_02664,Jayanagar,12.922888,77.588619,2018-08-01,550.1,16,0.295,3,36,Full Shield,79,5,0,0,1,0,0,Bengaluru
BEN_02665,HSR Layout,12.917067,77.644314,2020-05-01,698.3,15,0.206,4,42,Standard Shield,49,6,4,0,1,1,0,Bengaluru
BEN_02666,Indiranagar,12.985351,77.643656,2019-10-01,411.8,22,0.072,0,48,Standard Shield,53,5,3,0,1,1,0,Bengaluru
BEN_02667,Koramangala,12.929874,77.647254,2024-04-01,569.7,9,0.683,3,31,Full Shield,85,0,1,1,0,0,1,Bengaluru
BEN_02668,BTM Layout,12.909368,77.60948,2019-03-01,535.4,21,0.451,3,24,Full Shield,89,9,3,0,1,1,0,Bengaluru
BEN_02669,Indiranagar,12.99913,77.637011,2024-11-01,760.4,15,0.389,4,39,Standard Shield,49,8,0,0,1,0,0,Bengaluru
BEN_02670,Rajajinagar,12.977803,77.580832,2017-04-01,447.0,18,0.148,2,42,Standard Shield,49,5,1,0,1,0,0,Bengaluru
BEN_02671,BTM Layout,12.921952,77.618402,2019-01-01,601.7,20,0.346,6,35,Full Shield,83,6,4,0,1,1,0,Bengaluru
BEN_02672,Whitefield,12.948863,77.738181,2020-03-01,472.7,23,0.112,5,30,Full Shield,83,6,6,0,1,1,0,Bengaluru
BEN_02673,Whitefield,12.980978,77.756129,2016-05-01,659.4,21,0.318,3,40,Standard Shield,53,1,0,1,0,0,1,Bengaluru
BEN_02674,HSR Layout,12.90945,77.647446,2024-02-01,838.1,16,0.176,4,45,Standard Shield,49,3,3,0,1,1,0,Bengaluru
BEN_02675,Jayanagar,12.929462,77.605333,2015-09-01,699.6,20,0.228,0,64,Basic Shield,33,5,1,0,1,0,0,Bengaluru
BEN_02676,Marathahalli,12.984898,77.698516,2019-03-01,782.2,21,0.47,4,38,Standard Shield,59,4,3,1,1,1,1,Bengaluru
BEN_02677,Electronic City,12.852257,77.662721,2018-07-01,424.3,23,0.121,2,30,Full Shield,83,6,3,0,1,1,0,Bengaluru
BEN_02678,BTM Layout,12.932231,77.613744,2022-07-01,775.1,26,0.227,5,43,Standard Shield,53,2,5,0,0,1,0,Bengaluru
BEN_02679,BTM Layout,12.919055,77.611971,2020-11-01,602.5,16,0.428,4,42,Standard Shield,49,3,1,0,0,0,0,Bengaluru
BEN_02680,Jayanagar,12.928899,77.603197,2016-09-01,961.6,23,0.182,1,69,Basic Shield,33,1,1,0,0,0,0,Bengaluru
BEN_02681,Electronic City,12.840299,77.668624,2016-10-01,792.2,11,0.205,2,65,Basic Shield,29,5,2,0,1,0,0,Bengaluru
BEN_02682,HSR Layout,12.903307,77.641237,2023-09-01,822.4,29,0.066,6,51,Standard Shield,53,3,3,0,0,1,0,Bengaluru
BEN_02683,Koramangala,12.934928,77.612662,2020-03-01,640.4,16,0.368,7,31,Full Shield,79,7,3,0,1,1,0,Bengaluru
BEN_02684,Indiranagar,12.969922,77.645895,2017-07-01,788.4,23,0.336,4,53,Standard Shield,53,2,0,0,0,0,0,Bengaluru
BEN_02685,Indiranagar,12.996268,77.649693,2019-08-01,815.1,9,0.173,2,64,Basic Shield,29,3,1,0,1,0,0,Bengaluru
BEN_02686,Electronic City,12.844245,77.651055,2019-09-01,688.6,21,0.438,3,49,Standard Shield,53,5,0,0,1,0,0,Bengaluru
BEN_02687,BTM Layout,12.914362,77.617553,2020-06-01,599.6,29,0.519,3,35,Full Shield,89,5,3,0,1,1,0,Bengaluru
BEN_02688,Yelahanka,13.106625,77.595389,2021-06-01,430.2,23,0.198,1,34,Full Shield,83,5,6,0,1,1,0,Bengaluru
BEN_02689,Electronic City,12.869141,77.663355,2022-02-01,668.8,17,0.443,7,30,Full Shield,79,5,2,0,1,0,0,Bengaluru
BEN_02690,Yelahanka,13.108631,77.58528,2022-02-01,797.8,17,0.21,2,43,Standard Shield,49,10,4,1,1,1,1,Bengaluru
BEN_02691,BTM Layout,12.910308,77.612936,2018-03-01,522.6,32,0.109,0,35,Full Shield,83,5,4,1,1,1,1,Bengaluru
BEN_02692,Jayanagar,12.905229,77.591076,2016-08-01,680.8,11,0.138,3,55,Standard Shield,49,5,0,0,1,0,0,Bengaluru
BEN_02693,Indiranagar,12.983645,77.642331,2018-10-01,597.1,19,0.307,7,33,Full Shield,83,7,2,0,1,0,0,Bengaluru
BEN_02694,HSR Layout,12.924371,77.65633,2022-06-01,577.7,17,0.042,2,49,Standard Shield,49,8,2,0,1,0,0,Bengaluru
BEN_02695,Rajajinagar,13.002154,77.567637,2020-11-01,895.2,13,0.499,4,55,Standard Shield,55,5,0,0,1,0,0,Bengaluru
BEN_02696,Whitefield,12.973758,77.742968,2023-12-01,994.4,18,0.297,4,50,Standard Shield,49,9,0,0,1,0,0,Bengaluru
BEN_02697,Indiranagar,12.978829,77.637538,2018-09-01,565.6,18,0.285,3,38,Standard Shield,49,8,1,0,1,0,0,Bengaluru
BEN_02698,Rajajinagar,13.001713,77.569318,2022-11-01,588.8,12,0.381,4,38,Standard Shield,49,5,3,0,1,1,0,Bengaluru
BEN_02699,Marathahalli,12.950093,77.692845,2019-08-01,833.1,19,0.272,1,57,Standard Shield,53,6,2,0,1,0,0,Bengaluru
BEN_02700,Rajajinagar,12.986099,77.557397,2015-10-01,794.2,17,0.059,1,68,Basic Shield,29,7,1,1,1,0,1,Bengaluru
BEN_02701,Koramangala,12.92088,77.62812,2019-01-01,440.1,25,0.216,3,38,Standard Shield,53,5,1,0,1,0,0,Bengaluru
BEN_02702,BTM Layout,12.922786,77.601052,2019-09-01,806.6,22,0.21,0,61,Standard Shield,53,5,4,0,1,1,0,Bengaluru
BEN_02703,Jayanagar,12.926395,77.582618,2019-12-01,703.9,16,0.114,3,47,Standard Shield,49,5,2,1,1,0,1,Bengaluru
BEN_02704,HSR Layout,12.910501,77.645329,2016-09-01,737.9,31,0.453,3,40,Standard Shield,59,5,2,1,1,0,1,Bengaluru
BEN_02705,Koramangala,12.939068,77.623736,2024-05-01,809.9,17,0.285,1,53,Standard Shield,49,1,4,0,0,1,0,Bengaluru
BEN_02706,Jayanagar,12.927299,77.584359,2021-10-01,860.2,16,0.227,0,62,Basic Shield,29,8,1,0,1,0,0,Bengaluru
BEN_02707,Yelahanka,13.096165,77.589357,2017-01-01,686.9,14,0.295,4,49,Standard Shield,49,4,3,0,0,1,0,Bengaluru
BEN_02708,Koramangala,12.938373,77.639293,2023-04-01,538.0,21,0.4,4,33,Full Shield,83,8,2,0,1,0,0,Bengaluru
BEN_02709,Yelahanka,13.10723,77.592034,2023-03-01,663.3,18,0.157,0,50,Standard Shield,49,4,3,0,0,1,0,Bengaluru
BEN_02710,Marathahalli,12.957584,77.705231,2022-09-01,755.6,13,0.375,0,64,Basic Shield,29,9,1,0,1,0,0,Bengaluru
BEN_02711,Electronic City,12.851906,77.662687,2020-02-01,593.0,15,0.081,4,50,Standard Shield,49,3,0,0,0,0,0,Bengaluru
BEN_02712,Indiranagar,12.980457,77.649454,2018-04-01,570.9,17,0.23,3,39,Standard Shield,49,7,1,1,1,0,1,Bengaluru
BEN_02713,HSR Layout,12.93993,77.647327,2022-07-01,498.2,15,0.02,3,46,Standard Shield,49,10,2,0,1,0,0,Bengaluru
BEN_02714,Electronic City,12.843899,77.664515,2019-07-01,830.5,17,0.193,1,60,Standard Shield,49,5,3,0,1,1,0,Bengaluru
BEN_02715,Electronic City,12.850733,77.669897,2017-12-01,639.4,17,0.245,1,53,Standard Shield,49,5,3,0,1,1,0,Bengaluru
BEN_02716,Yelahanka,13.102549,77.599901,2016-02-01,612.1,25,0.14,4,44,Standard Shield,53,3,2,0,0,0,0,Bengaluru
BEN_02717,Whitefield,12.980677,77.755164,2019-01-01,769.8,16,0.295,0,58,Standard Shield,49,9,2,0,1,1,0,Bengaluru
BEN_02718,Whitefield,12.979728,77.774325,2018-07-01,652.1,13,0.05,1,52,Standard Shield,49,9,2,0,1,1,0,Bengaluru
BEN_02719,BTM Layout,12.91492,77.612956,2020-05-01,632.6,14,0.197,4,40,Standard Shield,49,1,2,0,0,1,0,Bengaluru
BEN_02720,HSR Layout,12.900349,77.639958,2023-08-01,582.4,13,0.108,1,38,Standard Shield,49,8,7,0,1,1,0,Bengaluru
BEN_02721,Koramangala,12.931865,77.630601,2023-08-01,784.8,26,0.516,1,58,Standard Shield,59,1,1,0,0,0,0,Bengaluru
BEN_02722,Indiranagar,12.978492,77.648931,2015-12-01,550.4,20,0.48,4,32,Full Shield,89,9,0,0,1,0,0,Bengaluru
BEN_02723,Rajajinagar,13.001791,77.570052,2015-07-01,754.3,14,0.264,2,58,Standard Shield,49,3,2,0,0,0,0,Bengaluru
BEN_02724,HSR Layout,12.906652,77.646266,2015-05-01,746.9,17,0.106,3,59,Standard Shield,49,4,0,0,0,0,0,Bengaluru
BEN_02725,Whitefield,12.977256,77.757711,2020-02-01,723.1,27,0.282,2,49,Standard Shield,53,9,4,0,1,1,0,Bengaluru
BEN_02726,Whitefield,12.967775,77.754659,2018-11-01,782.8,17,0.389,1,54,Standard Shield,49,5,2,0,1,0,0,Bengaluru
BEN_02727,Rajajinagar,12.975783,77.554171,2022-10-01,775.1,11,0.31,4,47,Standard Shield,49,7,2,0,1,0,0,Bengaluru
BEN_02728,Whitefield,12.970098,77.737386,2024-10-01,651.3,17,0.151,3,45,Standard Shield,49,6,0,0,1,0,0,Bengaluru
BEN_02729,Marathahalli,12.960232,77.700866,2021-02-01,473.8,24,0.333,6,25,Full Shield,83,6,1,0,1,0,0,Bengaluru
BEN_02730,Whitefield,12.959791,77.763099,2024-07-01,511.6,12,0.152,2,33,Full Shield,79,2,2,0,0,0,0,Bengaluru
BEN_02731,Yelahanka,13.116661,77.606712,2022-05-01,538.2,14,0.386,0,34,Full Shield,79,10,5,0,1,1,0,Bengaluru
BEN_02732,BTM Layout,12.931806,77.620824,2021-06-01,614.8,18,0.16,1,45,Standard Shield,49,5,2,1,1,0,1,Bengaluru
BEN_02733,BTM Layout,12.897344,77.596002,2024-01-01,623.1,10,0.39,2,43,Standard Shield,49,7,2,0,1,0,0,Bengaluru
BEN_02734,Yelahanka,13.100831,77.604344,2020-02-01,816.7,22,0.335,2,47,Standard Shield,53,7,5,0,1,1,0,Bengaluru
BEN_02735,BTM Layout,12.929006,77.619925,2020-05-01,659.5,18,0.114,4,46,Standard Shield,49,7,2,0,1,1,0,Bengaluru
BEN_02736,Indiranagar,12.98421,77.651739,2020-06-01,732.2,13,0.121,0,67,Basic Shield,29,5,0,0,1,0,0,Bengaluru
BEN_02737,Jayanagar,12.905464,77.587036,2022-02-01,719.1,19,0.141,6,42,Standard Shield,53,7,3,0,1,1,0,Bengaluru
BEN_02738,Koramangala,12.931419,77.627902,2024-02-01,746.2,18,0.039,7,41,Standard Shield,49,9,1,0,1,0,0,Bengaluru
BEN_02739,BTM Layout,12.919541,77.615216,2018-01-01,584.7,18,0.245,0,52,Standard Shield,49,2,1,1,0,0,1,Bengaluru
BEN_02740,Marathahalli,12.95784,77.701439,2020-12-01,724.5,12,0.616,4,40,Standard Shield,55,8,1,1,1,0,0,Bengaluru
BEN_02741,Electronic City,12.828452,77.671069,2024-06-01,705.8,9,0.134,1,52,Standard Shield,49,10,3,0,1,1,0,Bengaluru
BEN_02742,HSR Layout,12.927413,77.66756,2022-12-01,753.9,23,0.532,2,43,Standard Shield,59,6,2,0,1,0,0,Bengaluru
BEN_02743,Marathahalli,12.954932,77.694532,2018-02-01,629.3,14,0.719,0,31,Full Shield,85,4,6,1,1,1,0,Bengaluru
BEN_02744,BTM Layout,12.92998,77.603464,2020-06-01,677.5,32,0.393,2,41,Standard Shield,53,7,1,0,1,1,0,Bengaluru
BEN_02745,Indiranagar,12.977401,77.636815,2018-03-01,468.5,30,0.275,3,28,Full Shield,83,5,3,0,1,0,0,Bengaluru
BEN_02746,BTM Layout,12.906061,77.607441,2020-12-01,531.2,11,0.608,3,24,Full Shield,85,3,4,1,1,1,0,Bengaluru
BEN_02747,HSR Layout,12.91687,77.639981,2021-03-01,634.0,24,0.398,2,39,Standard Shield,53,8,0,0,1,0,0,Bengaluru
BEN_02748,Marathahalli,12.958116,77.70118,2015-07-01,719.8,18,0.258,3,51,Standard Shield,49,6,2,0,1,0,0,Bengaluru
BEN_02749,Yelahanka,13.107359,77.584019,2022-11-01,489.9,14,0.22,1,43,Standard Shield,49,5,1,0,1,0,0,Bengaluru
BEN_02750,Indiranagar,12.963801,77.656332,2017-11-01,845.0,12,0.623,3,39,Standard Shield,55,6,1,1,1,0,0,Bengaluru
BEN_02751,Indiranagar,13.000987,77.645746,2021-04-01,624.5,25,0.206,0,43,Standard Shield,53,6,6,0,1,1,0,Bengaluru
BEN_02752,Yelahanka,13.095746,77.60881,2018-10-01,638.3,12,0.22,4,54,Standard Shield,49,3,1,0,0,0,0,Bengaluru
BEN_02753,Koramangala,12.954045,77.621082,2019-02-01,660.1,11,0.237,3,49,Standard Shield,49,3,1,0,0,0,0,Bengaluru
BEN_02754,Whitefield,12.95213,77.776721,2024-09-01,474.2,11,0.021,3,34,Full Shield,79,2,3,0,0,1,0,Bengaluru
BEN_02755,Koramangala,12.933877,77.630405,2024-10-01,744.6,28,0.168,2,50,Standard Shield,53,5,0,0,1,0,0,Bengaluru
BEN_02756,Rajajinagar,13.005237,77.567411,2020-03-01,552.3,17,0.701,3,23,Full Shield,85,4,5,1,1,1,0,Bengaluru
BEN_02757,Electronic City,12.861144,77.668728,2024-03-01,806.3,14,0.321,4,33,Full Shield,79,6,4,1,1,1,1,Bengaluru
BEN_02758,HSR Layout,12.918934,77.649296,2021-09-01,721.1,13,0.761,3,38,Standard Shield,55,6,1,1,1,0,0,Bengaluru
BEN_02759,HSR Layout,12.909648,77.639138,2015-12-01,682.8,12,0.176,4,48,Standard Shield,49,8,1,0,1,0,0,Bengaluru
BEN_02760,Yelahanka,13.094699,77.613245,2016-09-01,824.0,18,0.377,4,47,Standard Shield,49,5,4,0,1,1,0,Bengaluru
BEN_02761,Jayanagar,12.931144,77.589916,2016-07-01,593.3,16,0.288,0,46,Standard Shield,49,6,1,0,1,0,0,Bengaluru
BEN_02762,Rajajinagar,12.987647,77.546648,2017-12-01,767.3,24,0.35,0,66,Basic Shield,33,5,2,0,1,0,0,Bengaluru
BEN_02763,HSR Layout,12.911702,77.66415,2015-05-01,644.3,22,0.175,5,48,Standard Shield,53,5,1,0,1,0,0,Bengaluru
BEN_02764,BTM Layout,12.929761,77.589291,2023-10-01,839.1,21,0.439,2,45,Standard Shield,53,9,3,0,1,1,0,Bengaluru
BEN_02765,Indiranagar,12.980131,77.641866,2024-01-01,774.2,19,0.176,1,53,Standard Shield,53,3,1,1,0,0,1,Bengaluru
BEN_02766,Electronic City,12.836458,77.642903,2019-01-01,706.8,13,0.358,4,43,Standard Shield,49,6,4,1,1,1,1,Bengaluru
BEN_02767,Electronic City,12.834346,77.660817,2021-12-01,447.4,12,0.501,1,39,Standard Shield,55,4,1,0,0,0,0,Bengaluru
BEN_02768,Marathahalli,12.944977,77.698432,2016-11-01,728.9,24,0.157,2,63,Basic Shield,33,5,2,1,1,0,1,Bengaluru
BEN_02769,HSR Layout,12.926606,77.649532,2017-10-01,787.8,26,0.266,5,53,Standard Shield,53,3,0,1,0,0,1,Bengaluru
BEN_02770,BTM Layout,12.909248,77.599505,2016-11-01,690.4,15,0.367,6,41,Standard Shield,49,2,1,0,0,0,0,Bengaluru
BEN_02771,Yelahanka,13.091683,77.597479,2024-07-01,644.1,19,0.111,4,40,Standard Shield,53,3,0,0,0,0,0,Bengaluru
BEN_02772,HSR Layout,12.90281,77.657539,2024-05-01,677.1,21,0.222,3,31,Full Shield,83,4,5,1,1,1,1,Bengaluru
BEN_02773,Marathahalli,12.946606,77.684048,2019-01-01,585.9,18,0.06,3,50,Standard Shield,49,4,4,0,1,1,0,Bengaluru
BEN_02774,Yelahanka,13.103112,77.603318,2016-01-01,592.2,14,0.046,3,40,Standard Shield,49,7,2,1,1,0,1,Bengaluru
BEN_02775,HSR Layout,12.920536,77.65875,2016-11-01,819.0,23,0.803,2,38,Standard Shield,59,5,3,1,1,1,0,Bengaluru
BEN_02776,Indiranagar,12.977442,77.650975,2018-04-01,432.6,18,0.089,3,38,Standard Shield,49,5,1,0,1,0,0,Bengaluru
BEN_02777,Koramangala,12.945297,77.647938,2019-05-01,722.3,21,0.112,4,43,Standard Shield,53,7,3,0,1,1,0,Bengaluru
BEN_02778,Yelahanka,13.084875,77.600624,2024-02-01,565.7,15,0.295,1,37,Full Shield,79,4,1,0,1,0,0,Bengaluru
BEN_02779,Jayanagar,12.920185,77.589853,2018-05-01,597.4,11,0.135,3,41,Standard Shield,49,2,3,0,0,0,0,Bengaluru
BEN_02780,Rajajinagar,12.985961,77.558659,2017-10-01,761.5,18,0.166,5,55,Standard Shield,49,6,0,1,1,0,1,Bengaluru
BEN_02781,Marathahalli,12.979692,77.714658,2023-03-01,682.6,20,0.367,2,42,Standard Shield,53,10,0,0,1,0,0,Bengaluru
BEN_02782,Marathahalli,12.955626,77.687351,2023-07-01,374.8,14,0.195,3,26,Full Shield,79,5,3,0,1,1,0,Bengaluru
BEN_02783,HSR Layout,12.909096,77.646275,2015-03-01,593.5,25,0.219,3,35,Full Shield,83,9,5,0,1,1,0,Bengaluru
BEN_02784,Marathahalli,12.941034,77.696306,2017-07-01,575.2,20,0.367,3,35,Full Shield,83,10,4,0,1,1,0,Bengaluru
BEN_02785,HSR Layout,12.908077,77.672823,2022-06-01,660.4,9,0.226,5,46,Standard Shield,49,3,2,0,1,0,0,Bengaluru
BEN_02786,HSR Layout,12.895161,77.657252,2019-09-01,522.7,15,0.481,0,43,Standard Shield,55,8,2,0,1,1,0,Bengaluru
BEN_02787,Yelahanka,13.110994,77.604391,2020-05-01,604.5,17,0.096,3,45,Standard Shield,49,10,3,0,1,1,0,Bengaluru
BEN_02788,Marathahalli,12.94812,77.704426,2015-12-01,519.9,16,0.497,2,37,Full Shield,85,5,2,0,1,1,0,Bengaluru
BEN_02789,Koramangala,12.914857,77.614924,2019-05-01,560.9,20,0.323,0,44,Standard Shield,53,5,2,0,1,0,0,Bengaluru
BEN_02790,BTM Layout,12.917498,77.615687,2016-03-01,678.2,16,0.192,7,49,Standard Shield,49,2,1,0,0,0,0,Bengaluru
BEN_02791,Indiranagar,12.974301,77.639258,2022-06-01,814.7,18,0.121,4,52,Standard Shield,49,5,0,0,1,0,0,Bengaluru
BEN_02792,Koramangala,12.923652,77.629759,2017-11-01,786.9,25,0.476,7,39,Standard Shield,59,11,1,0,1,0,0,Bengaluru
BEN_02793,BTM Layout,12.928679,77.632444,2017-06-01,668.3,13,0.269,4,48,Standard Shield,49,5,2,0,1,0,0,Bengaluru
BEN_02794,Electronic City,12.843127,77.668773,2022-05-01,670.6,20,0.415,6,29,Full Shield,83,9,2,1,1,0,1,Bengaluru
BEN_02795,Whitefield,12.946011,77.765986,2020-07-01,740.9,11,0.558,6,38,Standard Shield,55,6,0,1,1,0,0,Bengaluru
BEN_02796,Yelahanka,13.104226,77.592934,2022-08-01,749.5,28,0.431,5,47,Standard Shield,53,4,0,0,0,0,0,Bengaluru
BEN_02797,Whitefield,12.966212,77.749624,2016-09-01,713.1,16,0.442,4,40,Standard Shield,49,10,1,0,1,0,0,Bengaluru
BEN_02798,Yelahanka,13.090901,77.577712,2023-07-01,568.9,15,0.093,3,37,Full Shield,79,12,1,0,1,0,0,Bengaluru
BEN_02799,BTM Layout,12.904761,77.612375,2020-09-01,723.9,16,0.333,4,52,Standard Shield,49,7,1,0,1,0,0,Bengaluru
BEN_02800,BTM Layout,12.922007,77.612548,2024-03-01,798.5,16,0.521,1,44,Standard Shield,55,3,3,0,0,0,0,Bengaluru
BEN_02801,HSR Layout,12.905921,77.641542,2023-02-01,674.1,25,0.281,2,43,Standard Shield,53,4,4,0,0,1,0,Bengaluru
BEN_02802,Rajajinagar,12.986959,77.570982,2024-10-01,622.7,12,0.265,5,32,Full Shield,79,5,3,0,1,1,0,Bengaluru
BEN_02803,Whitefield,12.984195,77.736979,2023-07-01,480.1,22,0.105,4,28,Full Shield,83,4,7,0,1,1,0,Bengaluru
BEN_02804,Indiranagar,12.977409,77.638093,2024-04-01,758.9,16,0.485,5,36,Full Shield,85,4,2,0,1,0,0,Bengaluru
BEN_02805,Electronic City,12.849593,77.658758,2016-07-01,696.8,12,0.547,4,40,Standard Shield,55,2,3,0,0,0,0,Bengaluru
BEN_02806,HSR Layout,12.918569,77.647581,2015-07-01,499.7,11,0.079,3,42,Standard Shield,49,5,4,1,1,1,1,Bengaluru
BEN_02807,Yelahanka,13.082989,77.611666,2019-12-01,730.7,16,0.515,0,49,Standard Shield,55,6,1,0,1,0,0,Bengaluru
BEN_02808,Electronic City,12.867695,77.637775,2019-12-01,622.6,19,0.068,0,51,Standard Shield,53,8,0,0,1,0,0,Bengaluru
BEN_02809,BTM Layout,12.926847,77.605062,2020-11-01,466.6,15,0.212,3,31,Full Shield,79,12,4,0,1,1,0,Bengaluru
BEN_02810,Electronic City,12.845957,77.671682,2015-05-01,619.2,19,0.155,5,38,Standard Shield,53,3,1,0,0,0,0,Bengaluru
BEN_02811,HSR Layout,12.906226,77.637791,2024-04-01,720.5,19,0.222,5,40,Standard Shield,53,2,3,1,0,1,1,Bengaluru
BEN_02812,Yelahanka,13.100888,77.58328,2016-02-01,820.1,19,0.374,3,47,Standard Shield,53,1,3,0,0,1,0,Bengaluru
BEN_02813,HSR Layout,12.916891,77.648717,2016-03-01,578.5,21,0.566,4,25,Full Shield,89,4,0,1,1,0,0,Bengaluru
BEN_02814,HSR Layout,12.897037,77.64272,2022-05-01,811.9,18,0.089,4,47,Standard Shield,49,11,4,0,1,1,0,Bengaluru
BEN_02815,Koramangala,12.925755,77.596806,2018-04-01,625.0,10,0.185,2,50,Standard Shield,49,4,0,0,1,0,0,Bengaluru
BEN_02816,Jayanagar,12.934038,77.607302,2019-02-01,549.3,14,0.02,1,50,Standard Shield,49,5,3,0,1,1,0,Bengaluru
BEN_02817,Indiranagar,12.972897,77.641712,2020-07-01,580.0,6,0.344,3,47,Standard Shield,49,4,2,0,0,1,0,Bengaluru
BEN_02818,Whitefield,12.987491,77.737354,2019-05-01,473.5,21,0.467,1,36,Full Shield,89,6,1,1,1,0,1,Bengaluru
BEN_02819,Marathahalli,12.932298,77.700767,2021-09-01,754.9,13,0.107,2,65,Basic Shield,29,7,2,1,1,1,1,Bengaluru
BEN_02820,BTM Layout,12.925529,77.592005,2021-02-01,445.5,14,0.542,4,29,Full Shield,85,6,1,0,1,0,0,Bengaluru
BEN_02821,Koramangala,12.932937,77.638507,2017-04-01,522.7,20,0.025,2,38,Standard Shield,53,4,4,1,0,1,1,Bengaluru
BEN_02822,Koramangala,12.908075,77.613717,2021-07-01,857.8,16,0.169,2,60,Standard Shield,49,4,0,1,0,0,1,Bengaluru
BEN_02823,Jayanagar,12.929944,77.596295,2019-01-01,629.0,22,0.295,3,40,Standard Shield,53,3,5,0,1,1,0,Bengaluru
BEN_02824,Whitefield,12.975059,77.739861,2018-09-01,645.2,19,0.311,2,46,Standard Shield,53,2,2,1,0,0,1,Bengaluru
BEN_02825,Koramangala,12.927828,77.626774,2015-05-01,754.0,21,0.472,1,52,Standard Shield,59,1,5,0,0,1,0,Bengaluru
BEN_02826,Rajajinagar,13.004421,77.542968,2016-03-01,691.8,18,0.393,3,42,Standard Shield,49,7,2,0,1,0,0,Bengaluru
BEN_02827,Whitefield,12.965976,77.734158,2015-03-01,525.8,17,0.469,1,35,Full Shield,85,6,2,0,1,0,0,Bengaluru
BEN_02828,Rajajinagar,12.999756,77.57095,2021-02-01,734.2,14,0.171,4,55,Standard Shield,49,3,0,1,0,0,1,Bengaluru
BEN_02829,Yelahanka,13.097556,77.608163,2016-05-01,734.5,26,0.252,0,55,Standard Shield,53,1,1,1,0,0,1,Bengaluru
BEN_02830,Yelahanka,13.11326,77.607493,2015-11-01,678.5,17,0.236,5,44,Standard Shield,49,10,2,0,1,1,0,Bengaluru
BEN_02831,Rajajinagar,12.99575,77.522116,2023-02-01,713.4,15,0.035,4,51,Standard Shield,49,12,0,0,1,0,0,Bengaluru
BEN_02832,BTM Layout,12.916838,77.608754,2018-12-01,681.7,20,0.077,3,54,Standard Shield,53,6,0,0,1,0,0,Bengaluru
BEN_02833,Indiranagar,12.983618,77.625829,2019-10-01,592.5,16,0.248,1,50,Standard Shield,49,10,3,0,1,1,0,Bengaluru
BEN_02834,Electronic City,12.857982,77.642347,2023-06-01,712.8,23,0.453,1,43,Standard Shield,59,5,5,1,1,1,1,Bengaluru
BEN_02835,Jayanagar,12.919487,77.597956,2022-01-01,699.7,26,0.417,1,43,Standard Shield,53,2,2,1,0,1,1,Bengaluru
