claim_id,worker_id,zone,claim_date,claim_hour,has_real_disruption,is_fraudster,is_fraud,gps_zone_mismatch,wifi_home_ssid,battery_charging,accelerometer_idle,platform_app_inactive,ip_home_match,claim_latency_under30s,gps_jitter_perfect,barometer_mismatch,hw_fingerprint_match,app_install_cluster,days_since_onboard,referral_depth,simultaneous_zone_claims,zone_depth_score,fps_score,fps_tier,iss_score,city
CLM0034096,BEN_03683,Koramangala,2025-05-28,8,0,0,0,1,1,1,1,1,0,1.0,0.179861,1,0.0,0,10,1,18,0.2335,0.0914,GREEN,50,Bengaluru
CLM0034097,BEN_01761,HSR Layout,2024-09-26,14,0,0,0,0,0,0,0,0,0,0.0,0.33083,0,0.0,0,201,3,0,0.6148,0.0358,GREEN,43,Bengaluru
CLM0034098,BEN_03072,Yelahanka,2025-01-19,19,0,0,0,0,0,0,0,0,0,0.0,0.196014,0,0.0,0,58,2,0,0.599,0.0432,GREEN,36,Bengaluru
CLM0034099,BEN_00110,Jayanagar,2025-10-11,17,0,0,0,0,0,0,0,0,0,0.0,0.070769,1,0.0,0,93,2,1,0.6681,0.0602,GREEN,38,Bengaluru
CLM0034100,BEN_01538,HSR Layout,2025-05-29,7,0,0,0,0,0,0,0,0,0,0.0,0.406548,0,0.0,0,373,3,2,0.1175,0.1216,GREEN,60,Bengaluru
CLM0034101,BEN_03195,HSR Layout,2025-07-23,16,0,0,0,0,0,0,0,0,0,0.0,0.346155,0,1.0,0,79,2,1,0.1303,0.0,GREEN,43,Bengaluru
CLM0034102,BEN_08299,Rajajinagar,2025-07-18,15,0,0,0,0,0,0,0,1,1,0.0,0.239041,0,0.0,0,326,0,6,0.2073,0.1163,GREEN,60,Bengaluru
CLM0034103,BEN_01492,Marathahalli,2025-11-25,21,0,0,0,0,0,0,0,0,1,0.0,0.174612,0,0.0,0,226,4,2,0.5378,0.2344,GREEN,57,Bengaluru
CLM0034104,BEN_02579,Jayanagar,2025-12-20,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,107,3,1,0.6871,0.0093,GREEN,29,Bengaluru
CLM0034105,BEN_07332,Jayanagar,2025-11-02,8,0,0,0,0,0,0,0,0,1,1.0,1.0,0,1.0,0,359,2,0,0.7412,0.1243,GREEN,44,Bengaluru
CLM0034106,BEN_00995,Indiranagar,2025-12-24,19,0,0,0,0,0,1,0,0,0,0.0,0.887221,0,0.0,0,418,0,3,0.5837,0.0874,GREEN,48,Bengaluru
CLM0034107,BEN_09557,Electronic City,2024-12-03,8,0,0,0,0,0,0,0,0,0,0.0,0.093631,1,0.0,0,414,0,6,0.1137,0.0861,GREEN,39,Bengaluru
CLM0034108,BEN_04766,HSR Layout,2023-04-09,16,0,0,0,0,0,1,0,0,0,0.0,1.0,0,0.0,0,420,0,0,0.5789,0.083,GREEN,61,Bengaluru
CLM0034109,BEN_07051,Rajajinagar,2025-11-03,14,0,0,0,0,0,0,0,0,1,0.0,0.030563,0,0.0,0,150,4,3,0.8706,0.141,GREEN,63,Bengaluru
CLM0034110,BEN_08450,Indiranagar,2024-05-22,11,0,0,0,0,0,1,0,0,1,0.0,0.925791,0,0.0,0,239,0,1,0.8676,0.2781,GREEN,47,Bengaluru
CLM0034111,BEN_07694,BTM Layout,2025-11-29,11,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,0,295,1,0,0.5736,0.0209,GREEN,49,Bengaluru
CLM0034112,BEN_03527,Marathahalli,2024-12-17,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,207,2,3,0.8451,0.0619,GREEN,51,Bengaluru
CLM0034113,BEN_04650,Whitefield,2023-06-15,18,0,0,0,0,0,0,0,0,1,0.0,0.045129,0,0.0,0,262,0,4,0.98,0.065,GREEN,25,Bengaluru
CLM0034114,BEN_06613,Indiranagar,2023-09-01,12,0,0,0,0,0,0,0,0,0,0.0,0.012164,0,0.0,0,280,4,1,0.7052,0.0,GREEN,59,Bengaluru
CLM0034115,BEN_08689,Whitefield,2018-06-17,12,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,420,2,6,0.9009,0.0061,GREEN,50,Bengaluru
CLM0034116,BEN_06135,HSR Layout,2015-08-03,19,0,0,0,0,0,0,0,0,0,0.0,0.988383,0,0.0,0,323,2,1,0.6905,0.002,GREEN,46,Bengaluru
CLM0034117,BEN_02598,Yelahanka,2020-04-26,18,0,0,0,0,0,0,0,0,0,0.0,0.282614,0,0.0,0,409,4,1,0.9333,0.0,GREEN,46,Bengaluru
CLM0034118,BEN_03030,Marathahalli,2022-02-07,13,0,1,1,0,0,0,0,0,0,0.0,0.155209,0,0.0,0,156,4,4,0.8582,0.0366,GREEN,51,Bengaluru
CLM0034119,BEN_00585,BTM Layout,2023-09-17,12,0,0,0,0,0,0,0,0,0,0.0,0.328371,0,0.0,0,420,0,0,0.3878,0.0,GREEN,44,Bengaluru
CLM0034120,BEN_09686,BTM Layout,2021-12-22,21,0,0,0,0,0,0,0,0,0,0.0,0.347473,0,0.0,1,131,3,1,0.8154,0.0301,GREEN,42,Bengaluru
CLM0034121,BEN_07020,Koramangala,2024-05-30,13,0,0,0,0,0,0,0,0,0,1.0,0.280712,0,0.0,0,379,2,0,0.8101,0.1708,GREEN,46,Bengaluru
CLM0034122,BEN_09713,Indiranagar,2024-02-01,13,0,0,0,0,0,0,0,0,0,0.0,0.382891,1,0.0,0,274,2,0,0.5499,0.0769,GREEN,53,Bengaluru
CLM0034123,BEN_08901,Rajajinagar,2024-04-11,12,0,0,0,1,0,0,0,0,0,1.0,0.280868,0,0.0,0,283,2,6,0.98,0.1567,GREEN,60,Bengaluru
CLM0034124,BEN_01329,Jayanagar,2024-09-05,12,0,0,0,0,1,0,0,0,0,0.0,0.115564,0,0.0,0,350,2,4,0.5421,0.1457,GREEN,46,Bengaluru
CLM0034125,BEN_01133,Yelahanka,2024-04-07,17,0,0,0,0,0,0,0,0,1,0.0,0.305526,1,0.0,0,213,3,3,0.617,0.1891,GREEN,39,Bengaluru
CLM0034126,BEN_02591,Yelahanka,2025-02-22,8,0,0,0,0,0,0,0,0,0,0.0,0.264145,0,0.0,0,419,0,5,0.7701,0.0811,GREEN,45,Bengaluru
CLM0034127,BEN_07195,Marathahalli,2024-03-09,15,0,0,0,0,0,0,0,0,0,0.0,0.05423,0,0.0,0,159,3,3,0.7835,0.0218,GREEN,52,Bengaluru
CLM0034128,BEN_05088,Marathahalli,2024-10-08,10,0,0,0,0,0,0,0,0,0,0.0,0.942481,0,0.0,0,351,1,4,0.0986,0.0,GREEN,56,Bengaluru
CLM0034129,BEN_06288,Yelahanka,2025-02-22,7,0,0,0,0,0,0,0,0,0,0.0,0.082415,0,0.0,0,174,4,2,0.7554,0.0,GREEN,43,Bengaluru
CLM0034130,BEN_08484,Electronic City,2024-03-31,8,0,0,0,0,0,0,0,0,1,0.0,0.209972,0,0.0,0,265,1,0,0.7245,0.1438,GREEN,29,Bengaluru
CLM0034131,BEN_03587,Yelahanka,2024-02-12,16,0,0,0,0,0,0,0,0,0,0.0,0.3656,0,1.0,0,287,4,6,0.6993,0.0,GREEN,44,Bengaluru
CLM0034132,BEN_07737,Jayanagar,2022-09-18,21,0,0,0,0,0,0,0,0,0,0.0,0.069288,0,1.0,1,66,4,3,0.05,0.0948,GREEN,60,Bengaluru
CLM0034133,BEN_02667,Koramangala,2025-12-29,9,0,0,0,0,0,0,0,0,0,0.0,0.425832,0,0.0,0,398,3,2,0.8136,0.0,GREEN,31,Bengaluru
CLM0034134,BEN_00713,Koramangala,2024-05-14,15,0,0,0,0,0,0,0,0,0,0.0,0.431428,0,0.0,0,384,2,1,0.8137,0.0052,GREEN,37,Bengaluru
CLM0034135,BEN_04641,Rajajinagar,2022-08-26,19,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,0,71,3,2,0.8808,0.0888,GREEN,51,Bengaluru
CLM0034136,BEN_01961,BTM Layout,2023-11-11,12,0,0,0,0,0,0,0,0,0,1.0,0.408621,0,0.0,0,420,2,3,0.8722,0.1113,GREEN,38,Bengaluru
CLM0034137,BEN_00596,Jayanagar,2025-11-12,13,0,0,0,1,0,0,0,0,1,1.0,0.219717,0,0.0,0,22,1,4,0.8878,0.261,GREEN,51,Bengaluru
CLM0034138,BEN_02861,Whitefield,2022-09-24,14,0,0,0,0,0,1,0,0,0,0.0,0.113494,0,0.0,0,20,2,2,0.7661,0.1043,GREEN,49,Bengaluru
CLM0034139,BEN_06081,Indiranagar,2022-08-14,18,0,0,0,0,0,0,0,0,0,0.0,0.236804,0,1.0,0,222,1,0,0.7157,0.0,GREEN,34,Bengaluru
CLM0034140,BEN_05713,Koramangala,2022-12-24,7,0,0,0,0,0,0,0,0,0,0.0,0.974471,0,0.0,0,330,1,1,0.2673,0.0,GREEN,55,Bengaluru
CLM0034141,BEN_04957,Whitefield,2025-01-31,8,0,0,0,0,0,0,1,0,0,0.0,0.150099,0,0.0,1,209,0,0,0.4911,0.1183,GREEN,37,Bengaluru
CLM0034142,BEN_00721,Marathahalli,2022-09-29,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,416,3,1,0.728,0.0369,GREEN,53,Bengaluru
CLM0034143,BEN_04045,Electronic City,2024-04-15,20,0,0,0,0,0,0,0,0,0,0.0,0.185983,0,0.0,0,330,2,1,0.7241,0.0833,GREEN,43,Bengaluru
CLM0034144,BEN_05713,Koramangala,2024-12-08,14,0,0,0,0,0,0,0,1,0,1.0,0.319963,0,0.0,0,112,4,3,0.6285,0.2066,GREEN,55,Bengaluru
CLM0034145,BEN_00875,Rajajinagar,2023-10-02,15,0,0,0,0,0,0,0,0,0,0.0,0.300444,0,0.0,0,169,0,6,0.8727,0.0714,GREEN,54,Bengaluru
CLM0034146,BEN_07609,Marathahalli,2025-08-28,9,0,0,0,0,0,0,0,1,0,0.0,0.313298,0,0.0,0,122,2,0,0.7194,0.2195,GREEN,51,Bengaluru
CLM0034147,BEN_03336,Indiranagar,2023-05-28,21,0,0,0,0,1,0,0,0,0,0.0,0.034005,0,0.0,0,151,3,3,0.6104,0.1475,GREEN,51,Bengaluru
CLM0034148,BEN_08539,Whitefield,2024-12-02,17,0,0,0,0,0,0,0,0,0,0.0,0.164636,0,0.0,0,22,2,6,0.7403,0.0055,GREEN,44,Bengaluru
CLM0034149,BEN_09660,Indiranagar,2025-08-23,16,0,0,0,0,0,0,0,0,0,0.0,0.258401,0,0.0,0,420,2,4,0.6303,0.0368,GREEN,52,Bengaluru
CLM0034150,BEN_00237,Marathahalli,2024-06-06,17,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0.0,0,339,4,2,0.6226,0.2115,GREEN,37,Bengaluru
CLM0034151,BEN_03369,Koramangala,2025-05-05,16,0,0,0,0,0,1,0,0,0,0.0,0.198927,0,0.0,0,350,0,7,0.05,0.087,GREEN,37,Bengaluru
CLM0034152,BEN_08078,Rajajinagar,2020-02-15,14,0,1,1,0,0,0,1,0,0,1.0,0.072619,0,0.0,0,373,1,6,0.9696,0.1145,GREEN,47,Bengaluru
CLM0034153,BEN_04373,Yelahanka,2024-05-10,17,0,0,0,0,1,0,0,0,0,0.0,0.304161,0,0.0,0,235,0,0,0.7371,0.04,GREEN,46,Bengaluru
CLM0034154,BEN_02900,HSR Layout,2025-08-03,12,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,0,286,4,4,0.2333,0.0558,GREEN,56,Bengaluru
CLM0034155,BEN_03903,Jayanagar,2023-10-01,9,0,0,0,0,0,0,0,0,0,0.0,0.386948,0,0.0,0,334,2,5,0.8588,0.0084,GREEN,32,Bengaluru
CLM0034156,BEN_06978,Koramangala,2023-07-20,8,0,0,0,0,0,0,0,0,0,0.0,0.355142,0,0.0,0,93,1,4,0.5042,0.0443,GREEN,44,Bengaluru
CLM0034157,BEN_02840,BTM Layout,2020-11-19,12,0,0,0,1,0,1,0,0,0,0.0,0.37561,0,0.0,0,250,4,0,0.9179,0.2787,GREEN,40,Bengaluru
CLM0034158,BEN_09288,Marathahalli,2023-05-11,10,0,0,0,0,0,0,0,0,0,0.0,0.185252,0,0.0,1,30,2,4,0.5143,0.0872,GREEN,32,Bengaluru
CLM0034159,BEN_02091,Whitefield,2019-09-09,13,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,420,3,0,0.5438,0.0,GREEN,18,Bengaluru
CLM0034160,BEN_06171,Koramangala,2024-07-01,15,0,0,0,0,0,0,0,0,0,0.0,0.318632,0,0.0,0,420,3,2,0.2312,0.0073,GREEN,51,Bengaluru
CLM0034161,BEN_05324,Whitefield,2020-02-23,17,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0,83,0,4,0.7996,0.0234,GREEN,25,Bengaluru
CLM0034162,BEN_08170,Indiranagar,2019-03-14,14,0,0,0,0,1,0,1,1,1,1.0,0.91825,0,1.0,1,5,0,18,0.05,0.0,GREEN,42,Bengaluru
CLM0034163,BEN_04510,Rajajinagar,2016-07-01,17,0,0,0,0,0,0,1,0,0,0.0,0.388201,0,0.0,0,51,4,5,0.9366,0.088,GREEN,47,Bengaluru
CLM0034164,BEN_05842,Koramangala,2025-03-12,17,0,0,0,0,0,0,0,0,0,0.0,0.211921,0,0.0,0,379,3,5,0.8055,0.0,GREEN,59,Bengaluru
CLM0034165,BEN_04973,Whitefield,2018-08-03,17,0,0,0,0,0,0,0,0,1,0.0,0.164877,0,0.0,0,205,0,2,0.5392,0.0897,GREEN,41,Bengaluru
CLM0034166,BEN_07568,Whitefield,2025-11-20,7,0,1,1,0,0,0,0,0,0,0.0,0.200681,0,0.0,0,281,4,5,0.05,0.069,GREEN,32,Bengaluru
CLM0034167,BEN_07672,HSR Layout,2022-09-23,18,0,0,0,0,0,0,1,0,0,0.0,0.155755,0,0.0,0,361,1,1,0.05,0.0809,GREEN,33,Bengaluru
CLM0034168,BEN_00147,Jayanagar,2025-08-06,7,0,0,0,0,0,1,1,0,1,1.0,1.0,0,1.0,0,9,4,18,0.8753,0.0363,GREEN,52,Bengaluru
CLM0034169,BEN_01274,Electronic City,2024-06-13,20,0,0,0,0,0,0,0,1,0,0.0,0.189367,0,0.0,0,206,4,1,0.0996,0.0,GREEN,39,Bengaluru
CLM0034170,BEN_06565,Koramangala,2022-09-16,18,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,420,4,0,0.5542,0.0768,GREEN,43,Bengaluru
CLM0034171,BEN_06756,Electronic City,2023-01-12,18,0,0,0,0,0,1,0,0,0,0.0,0.03228,0,0.0,0,318,4,6,0.9096,0.0687,GREEN,46,Bengaluru
CLM0034172,BEN_03742,Whitefield,2025-03-11,9,0,0,0,0,0,0,0,0,0,0.0,0.281323,0,0.0,0,42,3,0,0.05,0.0098,GREEN,50,Bengaluru
CLM0034173,BEN_06119,BTM Layout,2022-10-29,7,0,0,0,0,0,0,0,0,0,0.0,0.120596,0,1.0,0,193,3,2,0.8101,0.0,GREEN,38,Bengaluru
CLM0034174,BEN_05430,Indiranagar,2022-08-28,14,0,0,0,0,0,0,1,0,0,0.0,0.313373,0,1.0,0,53,4,2,0.1915,0.0806,GREEN,52,Bengaluru
CLM0034175,BEN_08045,Whitefield,2023-07-31,21,0,0,0,0,0,0,0,1,0,0.0,0.127678,0,0.0,0,420,3,0,0.8238,0.0662,GREEN,35,Bengaluru
CLM0034176,BEN_03715,HSR Layout,2025-05-02,17,0,0,0,0,0,0,0,0,1,0.0,0.164105,0,0.0,0,263,0,1,0.8552,0.1303,GREEN,55,Bengaluru
CLM0034177,BEN_01246,Jayanagar,2025-08-18,12,0,0,0,0,0,0,0,0,0,0.0,0.34498,0,0.0,0,267,4,2,0.5523,0.0787,GREEN,26,Bengaluru
CLM0034178,BEN_04092,Jayanagar,2023-05-02,17,0,0,0,0,0,0,0,0,0,0.0,0.411848,0,0.0,0,222,4,2,0.5744,0.1462,GREEN,39,Bengaluru
CLM0034179,BEN_00874,Rajajinagar,2023-05-04,12,0,0,0,0,0,0,0,0,0,0.0,0.21235,0,0.0,0,131,3,0,0.98,0.1883,GREEN,46,Bengaluru
CLM0034180,BEN_00715,BTM Layout,2020-02-08,21,0,0,0,0,0,0,0,0,0,1.0,0.383198,0,0.0,0,304,0,2,0.7768,0.0195,GREEN,40,Bengaluru
CLM0034181,BEN_05165,Jayanagar,2022-08-25,12,0,0,0,0,0,0,0,0,0,0.0,0.045912,0,0.0,1,51,2,2,0.8643,0.0815,GREEN,46,Bengaluru
CLM0034182,BEN_04025,Electronic City,2022-05-20,21,0,0,0,0,0,0,0,1,0,0.0,0.231118,1,0.0,0,259,1,0,0.5823,0.0868,GREEN,37,Bengaluru
CLM0034183,BEN_05124,Yelahanka,2022-07-23,7,0,0,0,0,0,0,0,0,0,0.0,0.136406,0,0.0,0,146,4,0,0.98,0.0276,GREEN,61,Bengaluru
CLM0034184,BEN_00423,Whitefield,2018-09-10,13,0,0,0,0,0,1,0,0,0,0.0,0.151454,0,0.0,0,366,0,0,0.6411,0.0804,GREEN,45,Bengaluru
CLM0034185,BEN_03736,Yelahanka,2023-10-21,8,0,0,0,0,0,1,0,0,0,0.0,0.249248,0,0.0,0,420,3,6,0.1297,0.0256,GREEN,49,Bengaluru
CLM0034186,BEN_07870,HSR Layout,2020-08-06,9,0,0,0,0,0,0,0,0,0,1.0,0.358759,0,0.0,0,334,1,6,0.632,0.0847,GREEN,47,Bengaluru
CLM0034187,BEN_08728,Rajajinagar,2023-11-20,14,0,0,0,0,0,1,0,0,0,0.0,0.06682,1,0.0,0,420,0,1,0.05,0.0673,GREEN,42,Bengaluru
CLM0034188,BEN_08516,Whitefield,2018-01-08,8,0,0,0,0,0,0,0,0,0,0.0,0.0776,0,0.0,0,320,0,1,0.6562,0.0,GREEN,48,Bengaluru
CLM0034189,BEN_05800,Koramangala,2020-06-19,9,0,0,0,0,0,0,0,0,0,0.0,0.403779,0,0.0,0,420,2,2,0.6563,0.0283,GREEN,38,Bengaluru
CLM0034190,BEN_08205,HSR Layout,2018-08-11,15,0,0,0,0,0,0,0,1,0,0.0,0.288024,0,0.0,0,376,0,4,0.1182,0.0271,GREEN,49,Bengaluru
CLM0034191,BEN_02305,HSR Layout,2021-12-25,16,0,0,0,0,0,0,0,0,0,0.0,0.110863,0,0.0,1,115,2,0,0.4597,0.0956,GREEN,39,Bengaluru
CLM0034192,BEN_04991,Indiranagar,2021-11-10,8,0,0,0,0,0,0,0,0,0,0.0,0.125352,0,1.0,0,40,4,3,0.544,0.0,GREEN,57,Bengaluru
CLM0034193,BEN_02860,HSR Layout,2021-04-21,21,0,0,0,0,0,0,0,0,0,1.0,0.126857,0,0.0,0,235,4,3,0.8055,0.0897,GREEN,67,Bengaluru
CLM0034194,BEN_08906,Koramangala,2024-04-15,21,0,1,1,0,0,0,0,0,0,0.0,0.16269,0,0.0,0,165,4,3,0.1827,0.0,GREEN,49,Bengaluru
CLM0034195,BEN_03132,BTM Layout,2018-07-22,19,0,0,0,1,0,1,0,0,1,1.0,1.0,1,1.0,1,9,1,18,0.265,0.1202,GREEN,47,Bengaluru
CLM0034196,BEN_02792,Koramangala,2023-04-14,7,0,0,0,0,0,0,0,0,0,0.0,0.239765,0,0.0,0,63,2,1,0.9276,0.0908,GREEN,39,Bengaluru
CLM0034197,BEN_02963,Koramangala,2025-03-04,17,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,420,2,0,0.1701,0.0476,GREEN,47,Bengaluru
CLM0034198,BEN_02883,Whitefield,2025-03-27,14,0,0,0,0,0,0,0,0,0,0.0,0.326194,0,0.0,0,173,1,2,0.8998,0.0749,GREEN,23,Bengaluru
CLM0034199,BEN_08743,Yelahanka,2022-06-26,13,0,0,0,0,0,0,0,0,0,0.0,0.037973,0,1.0,0,418,3,1,0.7941,0.0,GREEN,18,Bengaluru
CLM0034200,BEN_05715,Whitefield,2023-01-24,11,0,0,0,0,1,0,0,1,0,0.0,0.059085,0,0.0,0,330,0,3,0.9195,0.1477,GREEN,37,Bengaluru
CLM0034201,BEN_08042,Koramangala,2024-12-13,20,0,0,0,0,0,0,0,0,0,0.0,0.971685,0,0.0,1,420,2,5,0.6858,0.1256,GREEN,43,Bengaluru
CLM0034202,BEN_05854,HSR Layout,2022-06-27,15,0,0,0,0,0,0,0,0,0,0.0,0.450578,0,0.0,0,420,0,0,0.6668,0.0374,GREEN,55,Bengaluru
CLM0034203,BEN_05150,Electronic City,2025-05-20,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0.0,0,275,0,2,0.6599,0.0317,GREEN,43,Bengaluru
CLM0034204,BEN_04534,Indiranagar,2024-08-30,9,0,0,0,1,0,0,1,1,1,1.0,0.432735,0,1.0,0,5,3,18,0.4425,0.0,GREEN,47,Bengaluru
CLM0034205,BEN_02813,HSR Layout,2023-07-05,15,0,0,0,0,0,0,0,0,0,0.0,0.214588,0,0.0,0,92,1,4,0.5244,0.0,GREEN,25,Bengaluru
CLM0034206,BEN_09027,Electronic City,2023-06-27,10,0,0,0,0,0,0,0,0,0,0.0,0.274806,0,0.0,0,420,1,4,0.3916,0.0967,GREEN,43,Bengaluru
CLM0034207,BEN_02388,Electronic City,2024-08-15,13,0,0,0,1,1,0,1,1,0,1.0,1.0,0,1.0,1,5,4,18,0.05,0.0,GREEN,21,Bengaluru
CLM0034208,BEN_01542,Marathahalli,2023-10-24,14,0,0,0,0,0,0,0,0,0,0.0,0.309841,0,0.0,0,124,1,1,0.6522,0.0,GREEN,52,Bengaluru
CLM0034209,BEN_07338,Koramangala,2023-01-16,15,0,0,0,0,0,0,1,0,0,0.0,0.449145,0,0.0,0,306,1,4,0.2049,0.1213,GREEN,62,Bengaluru
CLM0034210,BEN_08519,HSR Layout,2024-05-11,21,0,0,0,0,0,1,0,0,0,0.0,0.081747,0,0.0,0,420,3,2,0.2025,0.0574,GREEN,57,Bengaluru
CLM0034211,BEN_03145,Marathahalli,2025-08-20,21,0,1,1,0,0,0,0,0,0,0.0,0.299356,0,0.0,0,314,2,2,0.7789,0.6812,RED,47,Bengaluru
CLM0034212,BEN_09797,Yelahanka,2025-09-23,12,0,1,1,1,1,0,1,1,1,1.0,1.0,0,1.0,0,14,1,18,0.1381,0.7944,RED,43,Bengaluru
CLM0034213,BEN_05329,Yelahanka,2025-04-09,11,0,1,1,0,0,0,0,0,0,0.0,0.277036,0,0.0,0,357,1,2,0.4401,0.5311,YELLOW,37,Bengaluru
CLM0034214,BEN_06914,Jayanagar,2025-12-16,13,0,1,1,0,1,0,1,0,1,0.0,0.142223,0,1.0,1,5,2,18,0.6939,0.5875,YELLOW,61,Bengaluru
CLM0034215,BEN_00294,Electronic City,2024-07-20,8,0,0,0,0,1,0,0,0,0,1.0,0.266203,0,0.0,0,179,4,2,0.98,0.1436,GREEN,34,Bengaluru
CLM0034216,BEN_08681,Koramangala,2024-03-31,19,0,0,0,0,0,0,0,0,0,0.0,0.176932,0,0.0,0,420,3,2,0.8527,0.0,GREEN,53,Bengaluru
CLM0034217,BEN_09255,Koramangala,2024-11-15,15,0,0,0,0,0,0,0,0,0,0.0,0.133641,0,1.0,0,67,3,4,0.6431,0.0003,GREEN,56,Bengaluru
CLM0034218,BEN_01543,HSR Layout,2025-03-19,19,0,0,0,0,0,0,0,0,0,0.0,0.072117,0,0.0,0,406,2,3,0.3292,0.0,GREEN,45,Bengaluru
CLM0034219,BEN_02066,Koramangala,2025-10-18,14,0,0,0,0,0,0,0,0,0,0.0,0.150209,0,0.0,0,52,0,0,0.5357,0.0,GREEN,29,Bengaluru
CLM0034220,BEN_05600,Yelahanka,2016-11-27,9,0,0,0,0,0,0,0,0,0,0.0,0.017928,0,0.0,0,231,0,0,0.9648,0.0108,GREEN,44,Bengaluru
CLM0034221,BEN_04810,Rajajinagar,2021-01-10,20,0,0,0,0,0,0,1,1,0,0.0,0.315638,0,0.0,0,211,4,5,0.5855,0.1345,GREEN,45,Bengaluru
CLM0034222,BEN_05291,HSR Layout,2022-10-14,20,0,0,0,0,0,0,0,0,0,0.0,0.270305,0,0.0,0,160,0,1,0.061,0.0978,GREEN,41,Bengaluru
CLM0034223,BEN_03919,Yelahanka,2023-09-09,19,0,0,0,1,1,1,1,0,0,0.0,0.934866,1,0.0,0,5,4,11,0.5469,0.1301,GREEN,34,Bengaluru
CLM0034224,BEN_04236,Yelahanka,2022-07-28,13,0,0,0,0,0,0,0,0,0,0.0,0.378826,0,0.0,0,316,3,2,0.7355,0.1689,GREEN,37,Bengaluru
CLM0034225,BEN_04498,Jayanagar,2021-12-18,20,0,0,0,0,0,0,0,0,0,0.0,0.400835,0,0.0,0,336,1,0,0.6584,0.0318,GREEN,34,Bengaluru
CLM0034226,BEN_06419,Electronic City,2022-10-28,20,0,0,0,0,0,0,0,0,0,0.0,0.266953,0,0.0,0,168,0,5,0.6643,0.0,GREEN,22,Bengaluru
CLM0034227,BEN_00314,Rajajinagar,2016-09-21,14,0,0,0,1,0,1,0,0,0,0.0,0.361559,0,0.0,0,119,0,2,0.7864,0.2966,GREEN,45,Bengaluru
CLM0034228,BEN_03834,Marathahalli,2024-06-03,20,0,0,0,0,0,0,0,0,0,0.0,0.298621,0,0.0,0,215,2,0,0.6413,0.032,GREEN,45,Bengaluru
CLM0034229,BEN_08692,HSR Layout,2016-09-04,10,0,0,0,0,0,0,0,0,0,0.0,0.063572,0,0.0,0,259,1,2,0.6429,0.0,GREEN,51,Bengaluru
CLM0034230,BEN_07043,Indiranagar,2024-09-03,18,0,0,0,0,0,0,0,0,0,0.0,0.23899,0,0.0,0,124,4,1,0.5641,0.0406,GREEN,41,Bengaluru
CLM0034231,BEN_06749,Whitefield,2019-09-16,19,0,0,0,0,0,0,0,0,0,0.0,0.302191,0,0.0,0,92,4,2,0.9285,0.0,GREEN,28,Bengaluru
CLM0034232,BEN_01955,Jayanagar,2023-02-26,10,0,0,0,0,0,0,1,1,1,0.0,0.240898,0,0.0,0,63,3,4,0.98,0.2667,GREEN,51,Bengaluru
CLM0034233,BEN_06673,Jayanagar,2022-08-21,21,0,0,0,0,0,0,0,0,0,1.0,0.380899,0,0.0,0,420,3,1,0.7947,0.0624,GREEN,47,Bengaluru
CLM0034234,BEN_00462,Electronic City,2021-07-08,18,0,0,0,0,0,0,0,0,0,0.0,0.192305,0,0.0,0,226,1,0,0.6586,0.0222,GREEN,59,Bengaluru
CLM0034235,BEN_04255,HSR Layout,2024-07-25,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,281,3,2,0.3145,0.0106,GREEN,30,Bengaluru
CLM0034236,BEN_04741,Jayanagar,2025-03-27,18,0,0,0,0,0,0,0,0,0,0.0,0.07924,0,0.0,0,293,0,0,0.598,0.0245,GREEN,50,Bengaluru
CLM0034237,BEN_07361,Rajajinagar,2022-03-30,7,0,0,0,0,0,0,0,0,0,0.0,0.42266,0,0.0,0,370,3,4,0.6095,0.0,GREEN,24,Bengaluru
CLM0034238,BEN_08134,HSR Layout,2022-06-19,7,0,0,0,0,0,0,1,0,0,0.0,0.181231,0,0.0,0,389,1,3,0.2282,0.1144,GREEN,48,Bengaluru
CLM0034239,BEN_02525,Jayanagar,2021-05-21,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,188,2,5,0.9468,0.0,GREEN,52,Bengaluru
CLM0034240,BEN_02913,Jayanagar,2020-07-16,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,120,2,5,0.2019,0.0,GREEN,38,Bengaluru
CLM0034241,BEN_04336,Jayanagar,2021-04-19,10,0,0,0,0,0,0,0,0,0,0.0,0.316991,0,0.0,0,304,3,0,0.3634,0.0,GREEN,40,Bengaluru
